Character_ID,Display_Name,Alias_Nickname,Tier,Canonicity,Gender,Era,Faction,Voice_Tone,Emoji_Level,Verbosity,Posting_Frequency,Bio_About,Work_Title,Current_City,Hometown,Relationship_Status,Spouse_ID,Family_Links,Birth_AM,Death_AM,Active_From_AM,Active_To_AM,First_Mention_Ref,Portrait_Tier,Profile_Pic_Ref,Cover_Photo_Ref,Personality
CHAR_099,Mash,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Faithful,0,Terse,Rare,Son of Aram.,Founder,,,Married,,CHAR_095,,,,,Gen 10:23,Archetype,mash_pic.png,tent_cover.png,Faithful
CHAR_100,Almodad,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:26,Archetype,almodad_pic.png,hills_cover.png,Casual
CHAR_101,Sheleph,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:26,Archetype,sheleph_pic.png,hills_cover.png,Casual
CHAR_102,Hazarmaveth,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:26,Archetype,hazarmaveth_pic.png,hills_cover.png,Casual
CHAR_103,Jerah,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:26,Archetype,jerah_pic.png,hills_cover.png,Casual
CHAR_104,Hadoram,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:27,Archetype,hadoram_pic.png,hills_cover.png,Casual
CHAR_105,Uzal,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:27,Archetype,uzal_pic.png,hills_cover.png,Casual
CHAR_106,Diklah,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:27,Archetype,diklah_pic.png,hills_cover.png,Casual
CHAR_107,Obal,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:28,Archetype,obal_pic.png,hills_cover.png,Casual
CHAR_108,Abimael,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:28,Archetype,abimael_pic.png,hills_cover.png,Casual
CHAR_109,Sheba (Joktan),,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:28,Archetype,sheba_j_pic.png,hills_cover.png,Casual
CHAR_110,Ophir,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:29,Archetype,ophir_pic.png,hills_cover.png,Casual
CHAR_111,Havilah (Joktan),,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:29,Archetype,havilah_j_pic.png,hills_cover.png,Casual
CHAR_112,Jobab,,NPC,Canonical,Male,Post-Flood,Sons of Shem,Casual,0,Terse,Rare,Son of Joktan.,Founder,,,Married,,CHAR_044,,,,,Gen 10:29,Archetype,jobab_pic.png,hills_cover.png,Casual
CHAR_113,Hagar,,Supporting,Canonical,Female,Patriarchs,House of Abraham,Resilient,1,Medium,Every2-3d,"Maidservant from Egypt. Life took a hard turn, but God saw me by the spring in the wilderness. He is the God who sees. 🌅",Maidservant,Beersheba,Egypt,Single,,"CHAR_049, CHAR_114",,,,,Gen 16:1,Unique,hagar_pic.png,tents_cover.png,Resilient
CHAR_114,Ishmael,,Supporting,Canonical,Male,Patriarchs,House of Abraham,Wild,1,Medium,Every2-3d,Son of Abraham. God promised to make me a great nation too. Living free in the open desert with a bow in hand. 🏹,Archer,Paran,,Married,,"CHAR_049, CHAR_113, CHAR_125",2094,2231,2107,2231,Gen 16:11,Unique,ishmael_pic.png,tents_cover.png,Wild
CHAR_115,Eliezer of Damascus,,Supporting,Canonical,Male,Patriarchs,House of Abraham,Faithful,0,Medium,Every2-3d,"Steward of Abraham's house. If it must be trusted, trust it to me. Off to find a wife for the young master.",Steward,Hebron,Damascus,Single,,,,,,,Gen 15:2,Unique,eliezer_of_damascus_pic.png,tents_cover.png,Faithful
CHAR_116,Melchizedek,,Supporting,Canonical,Male,Patriarchs,Salem,Blessing,0,Medium,Every2-3d,King of Salem. Priest of God Most High. I bring out bread and wine and bless those who fight the good fight.,King-Priest,Salem,,Single,,,,,,,Gen 14:18,Unique,melchizedek_pic.png,salem_cover.png,Blessing
CHAR_117,Bera,,NPC,Canonical,Male,Patriarchs,Cities of the Plain,Proud,0,Terse,Rare,King of Sodom. The valley is rich and the cities are proud.,King,Sodom,,Married,,,,,,,Gen 14:2,Archetype,bera_pic.png,sodom_cover.png,Proud
CHAR_118,Birsha,,NPC,Canonical,Male,Patriarchs,Cities of the Plain,Proud,0,Terse,Rare,King of Gomorrah. Standing with the cities of the plain.,King,Gomorrah,,Married,,,,,,,Gen 14:2,Archetype,birsha_pic.png,sodom_cover.png,Proud
CHAR_119,Chedorlaomer,,Supporting,Canonical,Male,Patriarchs,Eastern Kings,Commanding,0,Medium,Every2-3d,King of Elam. Twelve years they served me; the thirteenth they rebelled. I have come to collect what I am owed.,King,Elam,,Married,,,,,,,Gen 14:1,Unique,chedorlaomer_pic.png,war_cover.png,Commanding
CHAR_120,Amraphel,,NPC,Canonical,Male,Patriarchs,Eastern Kings,Commanding,0,Terse,Rare,King of Shinar. Marching with the eastern alliance.,King,Shinar,,Married,,,,,,,Gen 14:1,Archetype,amraphel_pic.png,war_cover.png,Commanding
CHAR_121,Arioch,,NPC,Canonical,Male,Patriarchs,Eastern Kings,Commanding,0,Terse,Rare,King of Ellasar. Riding with the four kings of the east.,King,Ellasar,,Married,,,,,,,Gen 14:1,Archetype,arioch_pic.png,war_cover.png,Commanding
CHAR_122,Tidal,,NPC,Canonical,Male,Patriarchs,Eastern Kings,Commanding,0,Terse,Rare,King of Goiim. The nations of the east move as one.,King,,,Married,,,,,,,Gen 14:1,Archetype,tidal_pic.png,war_cover.png,Commanding
CHAR_123,Abimelech,,Supporting,Canonical,Male,Patriarchs,Gerar,Diplomatic,0,Medium,Every2-3d,King of Gerar. I act with a clear conscience and clean hands. Let us swear a treaty and keep the peace.,King,Gerar,,Married,,CHAR_124,,,,,Gen 20:2,Unique,abimelech_pic.png,gerar_cover.png,Diplomatic
CHAR_124,Phicol,,NPC,Canonical,Male,Patriarchs,Gerar,Loyal,0,Terse,Rare,Commander of Gerar's army. I go where the king goes.,Army Commander,Gerar,,Married,,CHAR_123,,,,,Gen 21:22,Archetype,phicol_pic.png,gerar_cover.png,Loyal
CHAR_125,Isaac,,Main,Canonical,Male,Patriarchs,House of Abraham,Gentle,1,Chatty,Daily,"Child of the promise, laughter is in my very name. Walking the land my father was given and trusting the God who provides. 🐑",Herdsman,Beersheba,,Married,CHAR_127,"CHAR_049, CHAR_052, CHAR_114, CHAR_127",2108,2288,2121,2288,Gen 21:3,Unique,isaac_pic.png,tents_cover.png,Gentle
CHAR_126,Bethuel,,Supporting,Canonical,Male,Patriarchs,House of Nahor,Deferential,0,Medium,Every2-3d,Of the house of Nahor in Paddan-Aram. This matter has come from the LORD; who am I to speak against it?,Patriarch,Haran,Haran,Married,,"CHAR_050, CHAR_054, CHAR_127, CHAR_128",,,,,Gen 22:22,Unique,bethuel_pic.png,haran_cover.png,Deferential
CHAR_127,Rebekah,,Main,Canonical,Female,Patriarchs,House of Nahor,Bold,1,Chatty,Daily,"Drew water for a stranger and all his camels, and it changed my whole life. Veiled and on the road to meet my husband. ✨",,Beersheba,Haran,Married,CHAR_125,"CHAR_126, CHAR_128, CHAR_125",,,,,Gen 22:23,Unique,rebekah_pic.png,haran_cover.png,Bold
CHAR_128,Laban,,Supporting,Canonical,Male,Patriarchs,House of Nahor,Shrewd,0,Medium,Every2-3d,"Of Haran. Family is family, and a good deal is a good deal. My sister marries well.",Herdsman,Haran,Haran,Married,,"CHAR_126, CHAR_127",,,,,Gen 24:29,Unique,laban_pic.png,haran_cover.png,Shrewd
CHAR_129,Keturah,,Supporting,Canonical,Female,Patriarchs,House of Abraham,Nurturing,0,Medium,Every2-3d,Wife of Abraham in his later years. Building a household and raising sons for the eastern lands.,,Hebron,,Married,CHAR_049,"CHAR_049, CHAR_130, CHAR_131, CHAR_132, CHAR_133, CHAR_134, CHAR_135",,,,,Gen 25:1,Unique,keturah_pic.png,tents_cover.png,Nurturing
CHAR_130,Zimran,,NPC,Canonical,Male,Patriarchs,Sons of Keturah,Casual,0,Terse,Rare,Son of Abraham and Keturah. Sent east to settle my own lands.,,,,Married,,"CHAR_049, CHAR_129",,,,,Gen 25:2,Archetype,zimran_pic.png,desert_cover.png,Casual
CHAR_131,Jokshan,,NPC,Canonical,Male,Patriarchs,Sons of Keturah,Casual,0,Terse,Rare,Son of Abraham and Keturah. Father of Sheba and Dedan.,,,,Married,,"CHAR_049, CHAR_129",,,,,Gen 25:2,Archetype,jokshan_pic.png,desert_cover.png,Casual
CHAR_132,Medan,,NPC,Canonical,Male,Patriarchs,Sons of Keturah,Casual,0,Terse,Rare,Son of Abraham and Keturah.,,,,Married,,"CHAR_049, CHAR_129",,,,,Gen 25:2,Archetype,medan_pic.png,desert_cover.png,Casual
CHAR_133,Midian,,Supporting,Canonical,Male,Patriarchs,Sons of Keturah,Independent,0,Medium,Every2-3d,Son of Abraham and Keturah. Founding the Midianite people across the eastern wilderness.,Patriarch,,,Married,,"CHAR_049, CHAR_129",,,,,Gen 25:2,Unique,midian_pic.png,desert_cover.png,Independent
CHAR_134,Ishbak,,NPC,Canonical,Male,Patriarchs,Sons of Keturah,Casual,0,Terse,Rare,Son of Abraham and Keturah.,,,,Married,,"CHAR_049, CHAR_129",,,,,Gen 25:2,Archetype,ishbak_pic.png,desert_cover.png,Casual
CHAR_135,Shuah,,NPC,Canonical,Male,Patriarchs,Sons of Keturah,Casual,0,Terse,Rare,Son of Abraham and Keturah.,,,,Married,,"CHAR_049, CHAR_129",,,,,Gen 25:2,Archetype,shuah_pic.png,desert_cover.png,Casual
CHAR_136,Moab,,Supporting,Canonical,Male,Patriarchs,Moabites,Defiant,0,Medium,Every2-3d,"Son of Lot. Father of the Moabites, east of the Salt Sea.",Patriarch,,,Single,,"CHAR_053, CHAR_138",,,,,Gen 19:37,Unique,moab_pic.png,moab_cover.png,Defiant
CHAR_137,Ben-Ammi,,Supporting,Canonical,Male,Patriarchs,Ammonites,Defiant,0,Medium,Every2-3d,Son of Lot. Father of the Ammonites.,Patriarch,,,Single,,"CHAR_053, CHAR_139",,,,,Gen 19:38,Unique,ben_ammi_pic.png,ammon_cover.png,Defiant
CHAR_138,Lot's Elder Daughter,,NPC,Canonical,Female,Patriarchs,House of Lot,Desperate,0,Terse,Rare,Daughter of Lot. We fled the fire of Sodom and lost everything but our father.,,,,Single,,"CHAR_053, CHAR_136",,,,,Gen 19:30,Archetype,lot_s_elder_daughter_pic.png,mountains_cover.png,Desperate
CHAR_139,Lot's Younger Daughter,,NPC,Canonical,Female,Patriarchs,House of Lot,Desperate,0,Terse,Rare,Daughter of Lot. We escaped the cities of the plain with only the clothes we wore.,,,,Single,,"CHAR_053, CHAR_137",,,,,Gen 19:30,Archetype,lot_s_younger_daughter_pic.png,mountains_cover.png,Desperate
CHAR_140,Nebaioth,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Firstborn of Ishmael. A prince of the desert tribes.,,,,Married,,CHAR_114,,,,,Gen 25:13,Archetype,nebaioth_pic.png,desert_cover.png,Casual
CHAR_141,Kedar,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael. Tents and flocks across the wilderness.,,,,Married,,CHAR_114,,,,,Gen 25:13,Archetype,kedar_pic.png,desert_cover.png,Casual
CHAR_142,Adbeel,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael. A prince among the twelve.,,,,Married,,CHAR_114,,,,,Gen 25:13,Archetype,adbeel_pic.png,desert_cover.png,Casual
CHAR_143,Mibsam,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael.,,,,Married,,CHAR_114,,,,,Gen 25:13,Archetype,mibsam_pic.png,desert_cover.png,Casual
CHAR_144,Mishma,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael.,,,,Married,,CHAR_114,,,,,Gen 25:14,Archetype,mishma_pic.png,desert_cover.png,Casual
CHAR_145,Dumah,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael.,,,,Married,,CHAR_114,,,,,Gen 25:14,Archetype,dumah_pic.png,desert_cover.png,Casual
CHAR_146,Massa,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael.,,,,Married,,CHAR_114,,,,,Gen 25:14,Archetype,massa_pic.png,desert_cover.png,Casual
CHAR_147,Hadad,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael.,,,,Married,,CHAR_114,,,,,Gen 25:15,Archetype,hadad_pic.png,desert_cover.png,Casual
CHAR_148,Tema,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael. The caravans know my wells.,,,,Married,,CHAR_114,,,,,Gen 25:15,Archetype,tema_pic.png,desert_cover.png,Casual
CHAR_149,Jetur,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael.,,,,Married,,CHAR_114,,,,,Gen 25:15,Archetype,jetur_pic.png,desert_cover.png,Casual
CHAR_150,Naphish,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Son of Ishmael.,,,,Married,,CHAR_114,,,,,Gen 25:15,Archetype,naphish_pic.png,desert_cover.png,Casual
CHAR_151,Kedemah,,NPC,Canonical,Male,Patriarchs,Sons of Ishmael,Casual,0,Terse,Rare,Youngest son of Ishmael.,,,,Married,,CHAR_114,,,,,Gen 25:15,Archetype,kedemah_pic.png,desert_cover.png,Casual
CHAR_152,Reumah,,NPC,Canonical,Female,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Concubine of Nahor in Haran. Raising sons of the eastern line.,,,,Married,,"CHAR_050, CHAR_160, CHAR_161, CHAR_162, CHAR_163",,,,,Gen 22:24,Archetype,reumah_pic.png,haran_cover.png,Casual
CHAR_153,Uz (son of Nahor),,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,"Firstborn of Nahor and Milcah, of the house in Haran.",,,,Married,,"CHAR_050, CHAR_054",,,,,Gen 22:21,Archetype,uz_son_of_nahor_pic.png,haran_cover.png,Casual
CHAR_154,Buz,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,"Son of Nahor and Milcah, brother of Uz.",,,,Married,,"CHAR_050, CHAR_054",,,,,Gen 22:21,Archetype,buz_pic.png,haran_cover.png,Casual
CHAR_155,Kemuel,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor and Milcah. Father of Aram.,,,,Married,,"CHAR_050, CHAR_054",,,,,Gen 22:21,Archetype,kemuel_pic.png,haran_cover.png,Casual
CHAR_156,Chesed,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor and Milcah.,,,,Married,,"CHAR_050, CHAR_054",,,,,Gen 22:22,Archetype,chesed_pic.png,haran_cover.png,Casual
CHAR_157,Hazo,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor and Milcah.,,,,Married,,"CHAR_050, CHAR_054",,,,,Gen 22:22,Archetype,hazo_pic.png,haran_cover.png,Casual
CHAR_158,Pildash,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor and Milcah.,,,,Married,,"CHAR_050, CHAR_054",,,,,Gen 22:22,Archetype,pildash_pic.png,haran_cover.png,Casual
CHAR_159,Jidlaph,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor and Milcah.,,,,Married,,"CHAR_050, CHAR_054",,,,,Gen 22:22,Archetype,jidlaph_pic.png,haran_cover.png,Casual
CHAR_160,Tebah,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor by Reumah.,,,,Married,,"CHAR_050, CHAR_152",,,,,Gen 22:24,Archetype,tebah_pic.png,haran_cover.png,Casual
CHAR_161,Gaham,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor by Reumah.,,,,Married,,"CHAR_050, CHAR_152",,,,,Gen 22:24,Archetype,gaham_pic.png,haran_cover.png,Casual
CHAR_162,Tahash,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor by Reumah.,,,,Married,,"CHAR_050, CHAR_152",,,,,Gen 22:24,Archetype,tahash_pic.png,haran_cover.png,Casual
CHAR_163,Maacah,,NPC,Canonical,Male,Patriarchs,House of Nahor,Casual,0,Terse,Rare,Son of Nahor by Reumah.,,,,Married,,"CHAR_050, CHAR_152",,,,,Gen 22:24,Archetype,maacah_pic.png,haran_cover.png,Casual
CHAR_164,Mamre,,Supporting,Canonical,Male,Patriarchs,Amorite Allies,Loyal,0,Medium,Every2-3d,"Amorite of Hebron. Ally and friend to Abraham. When he needed swords, we rode with him.",Chieftain,Hebron,,Married,,,,,,,Gen 14:13,Unique,mamre_pic.png,hebron_cover.png,Loyal
CHAR_165,Eshcol,,NPC,Canonical,Male,Patriarchs,Amorite Allies,Loyal,0,Terse,Rare,"Amorite of Hebron. Confederate of Abraham, brother of Mamre.",Chieftain,Hebron,,Married,,,,,,,Gen 14:13,Archetype,eshcol_pic.png,hebron_cover.png,Loyal
CHAR_166,Aner,,NPC,Canonical,Male,Patriarchs,Amorite Allies,Loyal,0,Terse,Rare,Amorite of Hebron. Confederate of Abraham.,Chieftain,Hebron,,Married,,,,,,,Gen 14:13,Archetype,aner_pic.png,hebron_cover.png,Loyal
CHAR_167,Ephron the Hittite,,Supporting,Canonical,Male,Patriarchs,Hittites,Shrewd,0,Medium,Every2-3d,"Hittite of Hebron. Sold Abraham the field and the cave of Machpelah for four hundred shekels, a burying place for his dead.",Landowner,Hebron,,Married,,CHAR_168,,,,,Gen 23:8,Unique,ephron_the_hittite_pic.png,hebron_cover.png,Shrewd
CHAR_168,Zohar,,NPC,Canonical,Male,Patriarchs,Hittites,Casual,0,Terse,Rare,Hittite of Hebron. Father of Ephron.,,Hebron,,Married,,CHAR_167,,,,,Gen 23:8,Archetype,zohar_pic.png,hebron_cover.png,Casual
CHAR_169,Lot's Wife,,Supporting,Canonical,Female,Patriarchs,House of Lot,Wistful,0,Medium,Every2-3d,"Wife of Lot. Leaving Sodom behind, though my heart keeps looking back.",,Sodom,,Married,CHAR_053,"CHAR_053, CHAR_138, CHAR_139",,,,,Gen 19:15,Unique,lot_s_wife_pic.png,mountains_cover.png,Wistful
CHAR_170,Esau,Edom,Main,Canonical,Male,Patriarchs,House of Isaac,Impulsive,1,Chatty,Daily,"Firstborn of Isaac. A man of the open field, give me the hunt and the red hills. That stew? Worth it at the time. 🏹",Hunter,Seir,,Married,CHAR_195,"CHAR_125, CHAR_127, CHAR_171, CHAR_194, CHAR_195, CHAR_196",2168,,2181,,Gen 25:25,Unique,esau_pic.png,canaan_cover.png,Impulsive
CHAR_171,Jacob,Israel,Main,Canonical,Male,Patriarchs,House of Isaac,Striving,1,Chatty,Daily,"Younger twin with a strong grip, they call me the heel-grabber. Saw a ladder to heaven once. Still chasing the blessing. 🪜",Herdsman,Hebron,,Married,CHAR_173,"CHAR_125, CHAR_127, CHAR_170, CHAR_172, CHAR_173, CHAR_174, CHAR_175, CHAR_176, CHAR_177, CHAR_178, CHAR_179, CHAR_180, CHAR_181, CHAR_182, CHAR_183, CHAR_184, CHAR_185, CHAR_186, CHAR_187, CHAR_188",2168,2315,2181,2315,Gen 25:26,Unique,jacob_pic.png,canaan_cover.png,Striving
CHAR_172,Leah,,Main,Canonical,Female,Patriarchs,House of Laban,Longing,1,Chatty,Daily,"Eldest daughter of Laban, the one Jacob did not choose. But the LORD has seen me, and He fills my arms with sons. 💧",,Hebron,Haran,Married,CHAR_171,"CHAR_128, CHAR_173, CHAR_171",,,,,Gen 29:16,Unique,leah_pic.png,haran_cover.png,Longing
CHAR_173,Rachel,,Main,Canonical,Female,Patriarchs,House of Laban,Yearning,2,Chatty,Daily,"Shepherdess of Haran. Jacob worked seven years for me, and to him they seemed but a few days for the love he had. 💍",Shepherdess,Hebron,Haran,Married,CHAR_171,"CHAR_128, CHAR_172, CHAR_171, CHAR_187, CHAR_188",,,,,Gen 29:6,Unique,rachel_pic.png,haran_cover.png,Yearning
CHAR_174,Bilhah,,Supporting,Canonical,Female,Patriarchs,House of Jacob,Quiet,0,Medium,Every2-3d,"Rachel's maidservant, given to Jacob. Raising sons on behalf of my mistress.",,,,Married,,"CHAR_171, CHAR_180, CHAR_181",,,,,Gen 29:29,Unique,bilhah_pic.png,tents_cover.png,Quiet
CHAR_175,Zilpah,,Supporting,Canonical,Female,Patriarchs,House of Jacob,Quiet,0,Medium,Every2-3d,"Leah's maidservant, given to Jacob. Adding to the house of Israel.",,,,Married,,"CHAR_171, CHAR_182, CHAR_183",,,,,Gen 29:24,Unique,zilpah_pic.png,tents_cover.png,Quiet
CHAR_176,Reuben,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Unsteady,1,Medium,Every2-3d,"Firstborn of Jacob, eager, but unsteady as water. Found mandrakes in the field for my mother.",,,,Married,,"CHAR_171, CHAR_172",,,,,Gen 29:32,Unique,reuben_pic.png,tents_cover.png,Unsteady
CHAR_177,Simeon,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Fierce,1,Medium,Every2-3d,Second son of Leah. Quick to draw the sword when my sister's honor is on the line.,,,,Married,,"CHAR_171, CHAR_172",,,,,Gen 29:33,Unique,simeon_pic.png,tents_cover.png,Fierce
CHAR_178,Levi,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Zealous,1,Medium,Every2-3d,"Third son of Leah. Zealous for the family name, sometimes too zealous.",,,,Married,,"CHAR_171, CHAR_172, CHAR_239",,,,,Gen 29:34,Unique,levi_pic.png,tents_cover.png,Zealous
CHAR_179,Judah,,Main,Canonical,Male,Patriarchs,Sons of Israel,Bold,1,Chatty,Daily,"Fourth son of Leah, and this time, I will praise the LORD. Learning my way, for better and for worse. 🦁",,,,Married,CHAR_227,"CHAR_171, CHAR_172, CHAR_227, CHAR_229, CHAR_230, CHAR_231, CHAR_232, CHAR_233, CHAR_234",,,,,Gen 29:35,Unique,judah_pic.png,tents_cover.png,Bold
CHAR_180,Dan,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Discerning,1,Medium,Every2-3d,"Son of Bilhah. God has judged, and judged in my favor.",,,,Married,,"CHAR_171, CHAR_174",,,,,Gen 30:6,Unique,dan_pic.png,tents_cover.png,Discerning
CHAR_181,Naphtali,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Free,1,Medium,Every2-3d,Son of Bilhah. I have wrestled hard and prevailed. Swift as a doe set loose.,,,,Married,,"CHAR_171, CHAR_174",,,,,Gen 30:8,Unique,naphtali_pic.png,tents_cover.png,Free
CHAR_182,Gad,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Steady,1,Medium,Every2-3d,"Son of Zilpah. Good fortune has come to me, a raiding band, but I raid at their heels.",,,,Married,,"CHAR_171, CHAR_175",,,,,Gen 30:11,Unique,gad_pic.png,tents_cover.png,Steady
CHAR_183,Asher,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Cheerful,1,Medium,Every2-3d,"Son of Zilpah. Happy am I, the daughters will call me blessed. Bringing royal delicacies. 🫒",,,,Married,,"CHAR_171, CHAR_175",,,,,Gen 30:13,Unique,asher_pic.png,tents_cover.png,Cheerful
CHAR_184,Issachar,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Content,1,Medium,Every2-3d,"Son of Leah. A strong donkey of a man, content between the sheepfolds and the good land.",,,,Married,,"CHAR_171, CHAR_172",,,,,Gen 30:18,Unique,issachar_pic.png,tents_cover.png,Content
CHAR_185,Zebulun,,Supporting,Canonical,Male,Patriarchs,Sons of Israel,Practical,1,Medium,Every2-3d,"Son of Leah. Now my father will honor my mother, six sons she has given him. Dwelling toward the shore.",,,,Married,,"CHAR_171, CHAR_172",,,,,Gen 30:20,Unique,zebulun_pic.png,tents_cover.png,Practical
CHAR_186,Dinah,,Supporting,Canonical,Female,Patriarchs,Sons of Israel,Curious,2,Medium,Every2-3d,"Daughter of Leah and Jacob. I went out to see the women of the land, and everything changed. 💔",,,,Single,,"CHAR_171, CHAR_172",,,,,Gen 30:21,Unique,dinah_pic.png,tents_cover.png,Curious
CHAR_187,Joseph,Zaphenath-paneah,Main,Canonical,Male,Patriarchs,Sons of Israel,Dreamer,2,Chatty,Daily,"Son of Rachel, the dreamer of the family. Had the strangest dream last night about sheaves and stars... ✨",Vizier of Egypt,Egypt,,Married,CHAR_222,"CHAR_171, CHAR_173, CHAR_188, CHAR_222, CHAR_224, CHAR_225",2259,2369,2272,2369,Gen 30:24,Unique,joseph_pic.png,tents_cover.png,Dreamer
